rodada;mandante;visitante;gols_man;gols_vis;Posse de bola_man;Posse de bola_vis;Tentativas de gol_man;Tentativas de gol_vis;Finalizações_man;Finalizações_vis;Chutes fora_man;Chutes fora_vis;Chutes bloqueados_man;Chutes bloqueados_vis;Faltas cobradas_man;Faltas cobradas_vis;Escanteios_man;Escanteios_vis;Impedimentos_man;Impedimentos_vis;Defesas do goleiro_man;Defesas do goleiro_vis;Faltas_man;Faltas_vis;Cartões amarelos_man;Cartões amarelos_vis;Total de passes_man;Total de passes_vis;Desarmes_man;Desarmes_vis;Ataques_man;Ataques_vis;Ataques Perigosos_man;Ataques Perigosos_vis;Cartões vermelhos_man;Cartões vermelhos_vis;Acerto de passes_man;Acerto de passes_vis;Passes completados_man;Passes completados_vis;Laterais cobrados_man;Laterais cobrados_vis
7;Palmeiras;Internacional;1;1;51%;49%;11;8;1;2;5;2;5;4;22;22;5;3;1;0;1;0;21;23;3;5;376;378;17;18;101;114;29;36;;;;;;;;
7;Santos;Vasco;2;2;62%;38%;11;9;5;3;3;3;3;3;21;21;9;2;2;1;1;3;17;21;1;3;409;263;15;13;98;71;35;27;;;;;;;;
7;Athletico-PR;Red Bull Bragantino;1;1;58%;42%;11;18;5;3;3;8;3;7;12;18;2;8;1;0;2;4;15;12;2;2;491;350;13;19;124;110;33;42;;;;;;;;
7;Bahia;Flamengo;3;5;42%;58%;13;20;7;9;4;7;2;4;20;10;5;6;2;2;4;4;8;17;1;2;456;642;19;17;99;134;30;64;;;;;;;;
7;Botafogo;Coritiba;0;0;55%;45%;17;7;6;3;9;2;2;2;22;24;6;6;1;0;3;6;23;21;1;1;520;425;14;11;146;84;51;33;;;;;;;;
7;Fluminense;Atlético-GO;1;1;43%;57%;11;15;4;3;4;9;3;3;17;14;2;9;0;1;2;3;14;16;4;1;367;465;15;19;83;123;25;70;1;0;;;;;;
7;Goiás;Corinthians;1;2;46%;54%;11;11;3;4;7;5;1;2;13;17;3;6;1;0;2;2;16;12;1;3;443;511;18;15;91;118;40;59;;;;;;;;
7;Ceará;Fortaleza;1;0;27%;73%;9;5;4;0;5;3;0;2;20;26;2;6;4;2;0;3;22;18;2;2;226;612;18;13;83;165;23;44;;;;;;;;
6;Atlético-GO;Ceará;0;2;54%;46%;14;13;4;5;8;2;2;6;15;18;4;4;1;2;3;4;16;11;1;2;360;305;14;21;78;109;39;33;1;0;;;;;;
6;Coritiba;Sport;1;0;58%;42%;13;7;3;2;6;4;4;1;20;13;5;2;0;1;2;2;14;19;1;4;557;385;20;20;129;102;35;44;;;;;;;;
6;Santos;Flamengo;0;1;52%;48%;22;10;5;6;11;4;6;0;25;17;9;2;5;1;5;5;14;26;6;7;420;399;14;15;107;82;44;41;;;;;;;;
6;São Paulo;Corinthians;2;1;53%;47%;14;7;5;5;7;2;2;0;22;19;7;4;2;1;4;3;16;22;3;0;434;387;9;20;129;76;38;14;;;;;;;;
6;Fortaleza;Red Bull Bragantino;3;0;59%;41%;13;6;6;2;6;3;1;1;11;20;3;4;0;1;2;3;22;10;2;2;567;387;12;16;116;111;34;30;0;1;;;;;;
6;Bahia;Palmeiras;1;1;49%;51%;9;11;1;5;1;3;7;3;20;17;8;2;1;4;4;0;15;16;2;2;420;454;10;19;103;109;39;38;;;;;;;;
6;Fluminense;Vasco;2;1;46%;54%;12;9;3;4;6;3;3;2;17;20;2;4;1;1;3;1;19;16;4;1;450;520;13;17;90;126;31;40;0;1;;;;;;
6;Botafogo;Internacional;0;2;49%;51%;7;7;2;4;4;2;1;1;26;16;5;3;2;2;2;2;14;24;3;1;472;512;9;12;104;106;29;28;;;;;;;;
5;Corinthians;Fortaleza;1;1;59%;41%;21;10;7;3;10;7;4;0;13;14;5;1;0;5;2;6;14;12;0;2;583;406;9;14;132;91;45;26;;;;;;;;
11;São Paulo;Athletico-PR;1;0;57%;43%;16;5;5;3;8;2;3;0;19;16;4;1;3;1;3;4;13;16;2;1;605;459;16;22;121;120;68;21;;;;;;;;
5;Ceará;Bahia;2;0;38%;62%;12;19;4;7;6;10;2;2;8;18;6;12;1;1;7;2;21;7;1;2;336;539;20;12;110;137;28;63;;;;;;;;
5;Sport;São Paulo;0;1;54%;46%;10;11;2;4;7;3;1;4;26;21;0;3;1;0;3;2;21;25;2;3;518;429;12;13;140;66;44;23;;;;;;;;
5;Palmeiras;Santos;2;1;49%;51%;17;9;5;2;6;4;6;3;16;23;5;6;4;0;1;3;21;14;5;4;362;372;5;8;104;84;29;37;0;1;;;;;;
5;Red Bull Bragantino;Coritiba;1;2;47%;53%;15;7;2;4;5;1;8;2;19;17;10;4;1;2;2;1;17;18;2;0;324;397;12;28;110;84;58;25;1;0;;;;;;
5;Vasco;Grêmio;0;0;47%;53%;10;14;3;4;6;5;1;5;18;24;6;4;1;0;4;3;23;17;5;2;413;473;19;25;93;149;22;53;;;;;;;;
5;Flamengo;Botafogo;1;1;67%;33%;15;7;5;1;5;4;5;2;14;13;5;4;0;2;0;4;15;17;3;3;639;311;9;14;167;74;69;35;;;;;;;;
5;Goiás;Atlético-GO;2;0;34%;66%;6;16;2;4;3;9;1;3;19;31;3;11;5;2;4;0;26;19;5;2;274;534;25;13;70;157;33;65;;;;;;;;
5;Internacional;Atlético-MG;1;0;33%;67%;6;11;3;1;1;5;2;5;22;23;2;5;3;1;1;2;20;21;1;2;306;621;18;11;84;180;21;47;;;;;;;;
5;Athletico-PR;Fluminense;0;1;65%;35%;14;9;5;2;6;3;3;4;14;22;7;2;1;2;1;5;21;12;4;3;607;327;14;16;164;77;60;31;;;;;;;;
4;Ceará;Vasco;0;3;58%;42%;14;6;2;5;1;0;11;1;16;18;13;2;1;2;2;2;18;14;3;3;480;361;18;18;145;84;70;15;;;;;;;;
4;São Paulo;Bahia;1;1;68%;32%;24;8;5;4;12;2;7;2;16;18;5;6;4;1;3;4;14;16;2;2;618;299;13;12;135;66;53;19;;;;;;;;
4;Sport;Santos;0;1;41%;59%;11;16;5;5;3;10;3;1;19;24;4;5;1;1;4;5;23;17;5;2;348;515;8;18;105;128;37;41;;;;;;;;
4;Botafogo;Atlético-MG;2;1;26%;74%;10;31;5;9;3;13;2;9;12;10;7;16;1;2;8;3;9;10;2;0;209;608;12;18;65;160;22;93;;;;;;;;
4;Corinthians;Coritiba;3;1;63%;37%;23;9;13;4;6;3;4;2;6;15;10;0;0;3;3;10;15;7;2;1;583;354;15;8;132;67;66;26;0;1;;;;;;
4;Goiás;Fortaleza;1;3;47%;53%;13;13;4;3;9;5;0;5;17;21;2;6;3;2;0;3;16;15;4;2;331;381;24;21;120;91;40;28;;;;;;;;
4;Internacional;Atlético-GO;3;0;57%;43%;11;7;5;1;3;5;3;1;21;19;4;3;1;2;1;2;19;17;3;3;442;334;8;14;115;74;60;24;1;0;;;;;;
4;Athletico-PR;Palmeiras;0;1;56%;44%;6;10;0;3;5;6;1;1;24;24;5;7;0;2;2;0;20;19;5;0;452;341;14;18;89;108;34;41;;;;;;;;
4;Flamengo;Grêmio;1;1;60%;40%;8;10;3;2;3;5;2;3;21;17;1;2;1;3;1;2;17;20;3;3;595;388;12;15;132;87;42;19;;;;;;;;
4;Red Bull Bragantino;Fluminense;2;1;52%;48%;13;9;3;4;6;3;4;2;13;21;6;4;2;0;3;1;19;14;5;5;438;402;19;15;125;107;49;45;;;;;;;;
3;Santos;Athletico-PR;3;1;33%;67%;11;12;6;2;5;6;0;4;22;9;2;6;0;0;1;3;9;22;1;1;292;587;17;12;76;132;28;63;;;;;;;;
3;Fortaleza;Botafogo;0;0;58%;42%;12;15;1;6;8;6;3;3;9;13;4;7;2;1;6;1;9;8;2;1;561;394;10;10;121;97;44;42;;;;;;;;
3;Atlético-GO;Sport;1;1;32%;68%;10;15;4;4;5;8;1;3;16;14;4;9;0;2;3;3;13;15;2;2;234;504;10;7;78;118;27;65;1;0;;;;;;
3;Fluminense;Internacional;2;1;43%;57%;10;9;5;3;2;4;3;2;24;14;1;4;1;1;2;3;13;24;2;2;339;434;18;27;96;116;33;37;;;;;;;;
3;Bahia;Red Bull Bragantino;2;1;42%;58%;10;16;4;3;4;7;2;6;16;18;3;7;2;1;2;2;16;16;1;1;376;502;15;15;97;156;30;81;;;;;;;;
3;Vasco;São Paulo;2;1;41%;59%;8;11;3;5;5;4;0;2;16;16;3;4;1;1;4;1;16;15;2;5;380;553;18;13;85;130;31;53;;;;;;;;
3;Atlético-MG;Ceará;2;0;61%;39%;11;13;6;1;3;7;2;5;15;17;4;0;2;1;1;4;14;15;2;4;474;302;13;17;113;85;49;40;;;;;;;;
3;Palmeiras;Goiás;1;1;67%;33%;12;10;3;5;6;4;3;1;17;11;6;2;0;0;4;2;11;17;1;3;670;342;23;17;158;106;111;67;;;;;;;;
3;Coritiba;Flamengo;0;1;33%;67%;8;18;3;7;3;5;2;6;11;15;5;5;2;1;6;3;25;16;6;3;252;519;12;15;54;115;26;48;1;0;;;;;;
3;Grêmio;Corinthians;0;0;47%;53%;23;5;8;2;8;2;7;1;13;16;7;5;0;0;2;8;16;14;2;3;486;568;13;27;143;116;97;27;0;1;;;;;18;10
2;Vasco;Sport;2;0;46%;54%;9;13;6;1;2;8;1;4;21;31;5;8;1;4;1;4;29;17;2;3;371;416;14;13;88;141;23;48;0;1;;;;;;
2;Internacional;Santos;2;0;58%;42%;25;6;7;1;13;3;5;2;16;30;9;4;2;2;1;5;28;14;2;3;515;379;19;11;154;70;70;34;;;;;;;;
2;São Paulo;Fortaleza;1;0;52%;48%;13;12;3;3;7;6;3;3;20;18;5;7;4;3;3;2;16;18;1;2;474;443;10;7;91;122;35;29;;;;;;;;
2;Ceará;Grêmio;1;1;42%;58%;10;12;5;8;5;4;1;2;11;16;1;7;1;0;7;4;17;7;3;1;421;571;20;15;90;110;49;70;;;;;;;23;23
2;Fluminense;Palmeiras;1;1;52%;48%;7;6;1;1;6;5;3;3;31;23;3;3;3;0;0;0;20;31;3;3;430;400;9;20;108;93;59;52;;;;;;;15;15
2;Atlético-GO;Flamengo;3;0;35%;65%;12;7;7;3;5;4;1;2;19;17;11;5;2;1;3;4;15;19;1;1;284;555;12;16;64;126;64;88;0;1;;;;;17;24
2;Bahia;Coritiba;1;0;46%;54%;12;12;5;3;7;9;0;3;20;17;3;8;1;5;3;4;16;18;0;5;420;486;21;15;81;72;39;54;;;;;;;14;11
2;Athletico-PR;Goiás;2;1;78%;22%;19;13;4;3;9;6;6;4;19;16;3;3;1;1;2;2;16;18;3;3;728;196;10;21;;;;;;;;;;;;
2;Atlético-MG;Corinthians;3;2;55%;45%;22;8;13;5;9;3;3;0;13;23;8;4;3;1;3;10;19;11;0;1;515;426;17;11;133;38;41;24;;;;;;;23;12
2;Red Bull Bragantino;Botafogo;1;1;54%;46%;23;9;8;3;12;6;3;0;9;12;12;3;1;2;2;7;13;8;3;1;558;472;15;9;142;98;120;50;;;;;;;13;12
1;Grêmio;Fluminense;1;0;52%;48%;15;10;4;4;6;3;5;3;17;27;6;3;2;1;4;3;24;16;2;3;496;447;14;16;132;101;59;38;;;;;;;;
1;Flamengo;Atlético-MG;0;1;62%;38%;17;10;2;4;10;2;5;4;;;9;2;2;3;3;2;12;24;3;2;525;321;16;16;126;96;42;23;;;;;;;;
1;Santos;Red Bull Bragantino;1;1;54%;46%;10;18;4;6;5;8;1;4;20;12;4;2;4;2;5;3;10;19;0;1;444;377;17;15;83;146;35;53;;;;;;;;
1;Sport;Ceará;3;2;40%;60%;8;9;4;5;4;4;2;2;18;18;2;4;3;0;3;1;15;18;3;3;324;487;17;16;;;;;;;;;;;18;18
1;Coritiba;Internacional;0;1;43%;57%;3;8;1;4;2;4;0;3;23;15;2;6;3;2;3;1;11;21;3;4;382;504;16;14;64;94;21;51;;;;;;;19;24
1;Fortaleza;Athletico-PR;0;2;44%;56%;8;9;3;5;5;4;3;4;8;15;4;4;1;1;3;3;14;10;3;2;414;549;16;8;91;92;38;18;1;0;;;;;;
