rodada;mandante;visitante;gols_man;gols_vis;Posse de bola_man;Posse de bola_vis;Tentativas de gol_man;Tentativas de gol_vis;Finalizações_man;Finalizações_vis;Chutes fora_man;Chutes fora_vis;Chutes bloqueados_man;Chutes bloqueados_vis;Faltas cobradas_man;Faltas cobradas_vis;Escanteios_man;Escanteios_vis;Impedimentos_man;Impedimentos_vis;Laterais cobrados_man;Laterais cobrados_vis;Defesas do goleiro_man;Defesas do goleiro_vis;Faltas_man;Faltas_vis;Cartões amarelos_man;Cartões amarelos_vis;Total de passes_man;Total de passes_vis;Desarmes_man;Desarmes_vis;Ataques_man;Ataques_vis;Ataques Perigosos_man;Ataques Perigosos_vis;Cartões vermelhos_man;Cartões vermelhos_vis
38;América-MG;São Paulo;2;0;45%;55%;19;11;4;2;10;5;5;4;18;21;5;5;2;1;25;22;2;2;18;17;2;2;382;464;24;21;103;103;51;47;;
38;Atlético-GO;Flamengo;2;0;51%;49%;13;12;3;6;5;3;5;3;7;16;4;6;1;0;18;10;6;1;15;7;4;2;466;442;16;18;110;79;62;49;;
38;Fluminense;Chapecoense;3;0;68%;32%;22;3;8;0;9;2;5;1;12;12;9;3;1;2;19;15;0;5;12;10;3;2;541;260;16;14;115;64;55;24;;
38;Fortaleza;Bahia;2;1;52%;48%;14;9;6;6;5;3;3;0;17;17;6;3;3;1;23;23;5;4;15;17;4;2;338;314;12;11;117;98;46;53;;
38;Grêmio;Atlético-MG;4;3;38%;62%;7;13;4;7;2;2;1;4;9;15;3;9;1;0;11;15;4;0;15;11;3;1;329;545;15;18;76;93;36;40;;
38;Juventude;Corinthians;1;0;45%;55%;17;1;6;1;7;0;4;0;20;10;11;4;0;0;27;27;1;5;10;22;1;2;408;513;26;12;112;97;51;37;0;1
38;Palmeiras;Ceará;1;0;32%;68%;12;30;2;8;7;13;3;9;4;20;5;8;2;0;26;31;8;1;18;4;2;0;288;613;13;13;70;159;44;80;;
38;Red Bull Bragantino;Internacional;1;0;44%;56%;23;4;4;1;14;1;5;2;25;22;4;2;3;0;19;18;1;3;23;26;4;5;371;475;16;15;139;104;41;35;;
38;Santos;Cuiabá;1;1;61%;39%;13;8;5;3;4;2;4;3;16;17;6;4;0;1;30;19;2;4;17;15;1;2;510;321;21;29;122;125;52;40;;
38;Sport;Athletico-PR;1;1;62%;38%;18;7;6;4;8;1;4;2;14;20;6;4;1;0;16;20;3;5;17;14;1;1;569;336;13;11;130;75;54;23;;
37;Chapecoense;Sport;0;1;30%;70%;14;25;6;4;5;14;3;7;27;16;6;3;0;0;16;14;3;6;16;27;3;4;213;526;19;18;87;114;29;52;1;0
37;Cuiabá;Fortaleza;1;0;36%;64%;8;13;1;3;6;8;1;2;21;26;1;2;4;1;16;26;3;0;22;23;1;3;279;488;12;8;90;122;24;44;;
37;Flamengo;Santos;0;1;64%;36%;9;9;4;4;2;4;3;1;17;26;5;1;3;4;20;16;3;4;23;14;3;3;483;279;10;11;97;68;74;37;;
37;Internacional;Atlético-GO;1;2;60%;40%;22;11;6;4;10;5;6;2;9;16;11;3;3;0;14;9;2;5;14;9;3;2;534;365;20;18;152;81;84;29;;
37;Athletico-PR;Palmeiras;0;0;71%;29%;22;4;4;0;10;2;8;2;10;15;8;1;4;0;26;19;0;4;11;10;1;1;601;249;9;16;137;97;50;16;;
37;São Paulo;Juventude;3;1;53%;47%;13;9;6;3;6;4;1;2;14;25;7;6;0;1;22;15;2;3;25;13;5;3;357;289;9;16;106;83;33;39;;
37;Ceará;América-MG;0;0;53%;47%;15;18;3;1;9;10;3;7;15;17;7;3;3;2;29;26;1;3;14;13;0;2;356;327;18;6;102;123;44;40;;
37;Atlético-MG;Red Bull Bragantino;4;3;61%;39%;13;18;6;11;4;5;3;2;10;6;5;3;1;0;18;9;8;2;5;10;1;2;579;361;18;20;99;106;40;37;;
37;Bahia;Fluminense;2;0;37%;63%;14;9;6;1;5;5;3;3;20;13;11;3;0;1;11;19;1;4;13;20;2;5;283;509;12;7;70;102;43;30;1;1
37;Corinthians;Grêmio;1;1;71%;29%;11;12;3;3;4;6;4;3;22;10;2;5;3;0;13;17;2;2;7;22;1;3;633;250;15;16;117;81;49;64;;
36;Fortaleza;Juventude;1;0;53%;47%;15;11;4;3;6;6;5;2;19;31;5;4;2;0;15;14;3;3;20;14;2;0;412;362;13;15;108;91;54;33;;
36;Chapecoense;Atlético-GO;0;1;43%;57%;8;9;0;1;4;4;4;4;18;17;3;4;3;0;26;11;0;0;17;17;2;3;355;479;15;17;90;86;54;56;;
35;Sport;Flamengo;1;1;48%;52%;15;22;9;7;4;10;2;5;17;18;6;6;0;0;8;11;6;8;13;11;2;3;399;423;15;18;76;109;38;57;;
35;Athletico-PR;Cuiabá;1;0;65%;35%;19;8;3;1;12;5;4;2;15;16;8;2;1;2;24;18;1;2;15;14;4;7;503;277;7;10;125;71;57;36;0;1
35;Grêmio;São Paulo;3;0;45%;55%;17;5;8;1;6;3;3;1;14;17;6;0;0;1;21;21;1;5;17;13;3;2;396;484;13;9;117;98;89;50;;
32;Bahia;Atlético-MG;2;3;48%;52%;13;19;3;9;5;3;5;7;19;18;4;6;1;1;16;15;6;1;13;12;2;3;383;420;13;12;110;112;71;59;;
36;Cuiabá;Palmeiras;1;3;59%;41%;21;13;6;5;7;7;8;1;10;17;12;4;3;0;25;15;2;5;15;10;4;3;457;337;15;17;120;66;76;26;0;1
35;América-MG;Chapecoense;3;0;53%;47%;23;10;7;3;7;3;9;4;11;10;8;9;0;0;16;29;3;4;10;11;2;2;406;369;18;15;120;84;51;40;;
36;Flamengo;Ceará;2;1;51%;49%;15;12;5;4;6;3;4;5;22;23;8;6;3;3;15;18;3;3;20;19;6;1;429;411;19;10;116;93;54;31;;
35;Juventude;Red Bull Bragantino;1;0;46%;54%;9;13;2;0;6;8;1;5;26;20;0;4;2;2;31;21;0;1;15;25;3;3;334;378;16;18;85;123;41;42;;
35;Atlético-GO;Bahia;2;1;49%;51%;12;14;3;2;7;6;2;6;28;28;4;5;6;0;17;20;1;1;16;20;5;4;359;364;14;11;95;110;51;56;0;1
36;Internacional;Santos;1;1;53%;47%;17;13;6;5;7;5;4;3;25;26;3;5;1;1;19;13;4;5;16;17;1;2;476;412;7;21;110;106;57;30;;
36;Atlético-MG;Fluminense;2;1;48%;52%;9;6;4;4;5;1;0;1;23;30;7;3;0;0;13;18;3;2;22;18;5;3;303;335;15;15;88;77;55;23;;
36;Corinthians;Athletico-PR;1;0;66%;34%;16;11;5;2;5;6;6;3;29;21;10;3;1;1;27;13;2;4;14;19;5;3;657;335;5;14;127;80;59;25;;
36;São Paulo;Sport;2;0;50%;50%;20;7;9;4;8;2;3;1;23;23;7;5;2;0;15;25;4;7;16;14;0;1;394;401;14;8;96;97;63;44;;
36;Red Bull Bragantino;América-MG;1;1;51%;49%;11;13;5;3;4;6;2;4;19;29;6;5;0;0;20;31;2;4;21;14;3;2;357;353;9;17;114;90;46;45;;
36;Bahia;Grêmio;3;1;35%;65%;13;11;6;3;5;4;2;4;20;27;3;9;1;0;16;24;2;3;15;15;3;3;236;441;15;17;80;146;22;77;;
35;Ceará;Corinthians;2;1;37%;63%;15;15;5;6;7;3;3;6;19;25;2;5;0;0;19;21;5;3;16;13;3;4;332;563;9;15;93;124;46;55;;
35;Santos;Fortaleza;2;0;55%;45%;15;11;6;2;7;6;2;3;27;23;6;4;3;5;13;18;2;4;15;15;3;2;424;335;18;21;118;111;53;57;;
35;Fluminense;Internacional;1;0;31%;69%;9;14;1;4;5;7;3;3;25;31;1;7;1;0;17;18;4;0;20;18;5;5;262;582;17;16;74;132;27;62;0;1
34;São Paulo;Athletico-PR;0;0;71%;29%;20;3;2;0;10;2;8;1;17;15;9;0;1;2;37;18;0;2;14;15;3;2;599;251;13;21;158;84;76;20;;
35;Palmeiras;Atlético-MG;2;2;43%;57%;11;15;7;5;3;8;1;2;30;24;2;6;0;0;17;18;3;5;16;22;4;3;315;410;13;9;80;93;18;50;;
2;Grêmio;Flamengo;2;2;50%;50%;18;12;8;6;8;5;2;1;21;21;5;4;2;1;23;18;4;6;14;14;4;2;422;430;22;26;140;115;51;44;2;0
30;Atlético-GO;Juventude;1;1;50%;50%;15;12;8;5;4;5;3;2;19;29;6;2;2;1;18;13;4;7;19;16;1;2;433;432;16;14;108;100;59;44;;
34;Bahia;Cuiabá;0;0;55%;45%;19;8;3;0;12;5;4;3;;;8;4;0;4;;;0;3;12;9;1;0;471;392;16;10;134;120;81;66;;
34;Fluminense;América-MG;2;0;48%;52%;11;9;5;3;6;4;0;2;16;22;2;1;1;0;11;14;3;3;21;17;1;2;380;417;26;14;101;102;45;42;;
34;Corinthians;Santos;2;0;64%;36%;23;9;11;1;6;6;6;2;9;5;11;4;0;1;23;18;1;9;6;8;1;0;640;344;21;10;116;80;77;30;;
34;Internacional;Flamengo;1;2;52%;48%;22;15;9;8;9;6;4;1;16;17;8;5;3;3;25;14;6;8;14;13;2;1;452;439;17;21;107;102;68;67;;
34;Atlético-GO;Ceará;1;1;59%;41%;19;5;4;2;10;2;5;1;26;10;10;1;0;5;23;13;1;3;10;21;0;3;457;326;13;9;109;82;92;33;;
34;Atlético-MG;Juventude;2;0;61%;39%;18;2;5;0;8;1;5;1;12;21;5;1;1;0;18;9;0;3;20;13;1;2;585;387;16;23;147;78;88;19;;
34;Chapecoense;Grêmio;1;3;38%;62%;10;24;4;6;3;10;3;8;18;19;4;4;0;0;20;17;3;3;19;18;1;1;309;516;15;15;72;128;29;67;;
34;Fortaleza;Palmeiras;1;0;33%;67%;8;13;3;4;5;7;0;2;14;24;2;6;2;2;13;18;4;2;22;12;3;2;267;527;17;14;82;134;24;48;;
33;Sport;Bahia;1;0;43%;57%;16;14;4;4;6;7;6;3;14;18;3;5;0;0;17;19;4;3;19;14;1;3;369;495;19;25;105;125;51;66;;
33;Flamengo;Corinthians;1;0;57%;43%;22;6;6;1;10;4;6;1;10;23;8;1;2;0;28;25;1;5;15;8;1;2;495;394;15;22;138;74;72;22;;
33;Juventude;Fluminense;1;0;33%;67%;15;7;7;1;4;4;4;2;24;30;2;5;1;1;21;30;1;6;20;19;2;1;305;615;15;13;78;135;46;52;;
33;Palmeiras;São Paulo;0;2;56%;44%;16;16;4;6;8;8;4;2;25;17;7;3;1;3;15;18;4;4;12;19;1;2;418;340;11;12;102;76;46;26;;
33;Fortaleza;Ceará;0;4;62%;38%;17;13;8;5;6;6;3;2;25;21;5;1;1;2;30;14;1;8;14;14;1;4;400;238;7;19;128;89;51;16;;
33;América-MG;Atlético-GO;0;0;58%;42%;23;14;4;1;12;8;7;5;22;12;2;5;2;1;21;23;1;4;7;14;1;1;499;355;12;17;127;120;60;44;;
33;Cuiabá;Internacional;1;0;49%;51%;21;11;5;4;7;6;9;1;24;20;6;4;1;1;18;18;4;4;14;17;4;1;408;427;19;9;108;102;55;27;;
33;Santos;Chapecoense;2;0;43%;57%;9;15;3;5;2;3;4;7;18;19;2;5;1;0;16;27;5;1;14;14;1;2;393;516;22;14;99;133;19;37;;
33;Grêmio;Red Bull Bragantino;3;0;52%;48%;25;7;10;2;9;4;6;1;16;17;11;1;2;0;19;19;2;7;15;17;0;2;452;419;24;17;115;90;78;26;;
33;Athletico-PR;Atlético-MG;0;1;44%;56%;8;9;1;2;6;4;1;3;17;22;3;6;0;1;23;16;1;1;15;14;1;2;410;519;9;19;105;104;36;30;;
32;Ceará;Sport;2;1;39%;61%;12;21;3;8;6;8;3;5;18;11;2;6;0;1;21;30;7;1;12;17;1;2;297;468;10;9;85;120;31;50;;
32;Chapecoense;Juventude;0;2;54%;46%;12;10;4;3;6;5;2;2;17;17;6;4;2;0;20;15;1;4;15;17;3;3;475;410;5;11;116;74;60;26;;
32;Fluminense;Palmeiras;2;1;52%;48%;9;11;3;4;3;5;3;2;21;12;5;2;0;0;15;12;3;1;12;20;5;8;478;439;14;9;125;92;40;26;1;2
32;São Paulo;Flamengo;0;4;41%;59%;6;15;3;7;2;7;1;1;10;6;1;3;0;2;18;17;3;3;6;9;1;1;373;548;15;15;109;128;27;70;1;0
32;Corinthians;Cuiabá;3;2;54%;46%;13;9;5;6;5;1;3;2;11;22;4;5;1;3;16;23;4;2;15;9;1;1;536;444;14;15;92;130;45;54;;
32;Internacional;Athletico-PR;2;1;47%;53%;15;10;4;1;7;6;4;3;24;31;5;5;4;1;22;11;0;2;17;13;6;3;380;424;18;13;96;99;32;26;;
32;Red Bull Bragantino;Fortaleza;3;0;45%;55%;11;13;5;2;5;8;1;3;18;35;2;5;1;2;13;33;2;2;25;12;3;4;356;436;20;10;94;108;28;55;;
32;América-MG;Grêmio;3;1;41%;59%;12;24;6;7;3;9;3;8;23;18;3;9;1;3;16;17;6;3;14;16;3;1;363;520;15;16;109;135;31;68;;
32;Atlético-GO;Santos;0;0;65%;35%;9;6;3;0;3;4;3;2;18;15;14;2;2;5;37;27;0;3;13;13;2;3;428;237;19;14;111;82;71;30;;
31;Flamengo;Bahia;3;0;68%;32%;17;7;6;2;5;2;6;3;13;23;8;3;3;2;22;12;2;3;14;9;0;3;555;268;15;22;162;53;112;29;1;2
31;Fortaleza;São Paulo;1;1;41%;59%;15;11;3;3;7;6;5;2;21;29;6;5;5;3;13;19;2;2;15;11;4;6;332;468;18;14;87;145;37;48;;
31;Juventude;Internacional;2;1;47%;53%;14;14;3;3;6;5;5;6;21;31;2;3;1;0;22;21;2;2;19;15;2;4;414;481;12;12;101;95;45;42;;
31;Sport;América-MG;2;3;42%;58%;11;14;3;6;6;3;2;5;22;16;6;9;0;1;24;10;3;1;11;14;2;3;346;495;20;17;94;118;28;58;1;0
31;Palmeiras;Atlético-GO;4;0;50%;50%;14;10;7;0;5;7;2;3;17;14;5;8;1;0;13;15;0;3;10;13;1;3;441;440;14;11;79;94;50;40;;
31;Atlético-MG;Corinthians;3;0;47%;53%;11;7;5;0;5;4;1;3;8;34;8;5;1;1;17;7;0;2;20;4;2;2;434;493;13;16;69;108;40;43;;
31;Santos;Red Bull Bragantino;2;0;43%;57%;11;14;5;3;4;8;2;3;10;17;5;7;3;0;14;28;3;3;11;10;2;1;361;478;20;23;102;111;41;65;;
31;Athletico-PR;Ceará;2;1;52%;48%;13;14;4;4;7;4;2;6;19;14;6;3;0;2;21;18;3;2;9;10;4;2;433;411;7;18;109;94;45;41;0;1
31;Grêmio;Fluminense;1;0;47%;53%;25;11;7;5;10;5;8;1;16;25;6;0;0;1;24;16;5;6;18;9;3;1;445;513;18;12;127;111;51;35;;
30;Chapecoense;Flamengo;2;2;40%;60%;14;23;3;10;8;7;3;6;16;17;7;6;3;5;29;21;8;1;14;11;4;3;297;449;16;11;65;128;50;102;1;1
30;Ceará;Cuiabá;1;0;50%;50%;16;7;4;1;10;4;2;2;17;16;8;4;2;4;19;21;1;3;15;13;3;1;335;349;12;8;101;82;52;33;;
30;Bahia;São Paulo;1;0;43%;57%;15;8;4;3;4;2;7;3;22;15;11;6;4;4;10;11;3;3;11;18;1;2;377;522;14;7;121;133;63;56;;
30;Atlético-MG;América-MG;1;0;56%;44%;18;16;7;4;10;8;1;4;12;21;9;1;1;2;12;16;4;6;21;10;3;2;473;370;20;16;108;117;46;28;;
30;Red Bull Bragantino;Athletico-PR;0;2;58%;42%;11;8;3;5;4;1;4;2;26;17;5;1;1;1;32;24;3;3;16;25;2;3;452;337;11;17;117;89;53;29;;
30;Santos;Palmeiras;0;2;49%;51%;12;15;4;6;8;6;0;3;19;15;4;2;1;2;14;24;4;4;14;17;3;2;428;453;4;19;101;97;49;30;;
30;Fluminense;Sport;1;0;62%;38%;21;8;3;2;13;3;5;3;19;18;5;4;1;2;23;15;2;2;12;12;1;1;538;326;19;16;126;105;55;29;;
